COMMUNE;ARM;IRIS;ACHL;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM_15;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;IRANM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STAT_CONJM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880101;211;2008;9;40;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;1;6;3;1;1;2;5;5;0;0;0;0;0;3;7;4;3;1;4;1.05496534356903;1;M;04;1;11;2;ZZ;1;A;22;7;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;311;2010;9;25;003;01;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;1;2;Z;3;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.05496534356903;1;M;03;Z;11;2;ZZ;1;B;10;3;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;211;2002;9;25;012;03;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;C;Z;Z;Z;16;1;1;Z;1;1;6;0;2;2;2;2;2;2;0;0;2;0;1;4;1;3;1;1;3.16666018680010;1;M;04;Z;11;2;ZZ;1;A;30;5;11;1;1;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2000;9;40;013;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;16;2;1;Z;3;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;1;0;4.06551501179332;1;M;03;Z;11;2;ZZ;2;B;22;4;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;1974;6;80;040;06;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3.16666018680010;1;M;04;0;11;2;ZZ;2;B;22;4;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2005;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;2;1;2;0;2;2;3;4;0;0;0;0;0;2;5;0;5;0;0;1.05496534356903;1;M;04;2;11;2;ZZ;2;B;22;4;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2011;9;65;005;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.38545006236989;1;M;04;9;11;2;ZZ;2;B;22;5;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;111;2011;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;A;Z;Z;Z;12;2;2;Z;3;1;6;0;3;3;3;2;3;2;0;0;3;0;1;5;4;1;1;1;3.43968072302842;4;M;03;Z;11;2;ZZ;1;B;21;3;11;2;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1999;8;40;015;03;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;C;Z;Z;Z;16;1;1;Z;1;2;4;1;1;2;2;3;3;1;0;0;1;0;3;5;3;2;2;1;3.16666018680010;1;M;04;Z;11;2;ZZ;1;A;22;4;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2002;9;55;012;03;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;D;Z;Z;Z;16;1;1;Z;2;2;1;1;0;0;0;2;1;0;1;0;0;0;1;2;0;2;1;1;3.16666018680010;1;M;04;Z;11;2;ZZ;2;B;22;4;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2010;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;2;0;0;2;0;0;5;3;2;0;1;3.43968072302842;1;M;03;9;11;2;ZZ;1;B;22;2;25;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2009;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;2;3;5;5;2;5;0;0;0;1;0;1;7;4;3;0;5;1.05496534356903;1;M;04;2;11;2;ZZ;1;A;22;7;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2010;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;6;0;3;3;3;1;3;2;0;0;3;0;0;4;1;3;0;1;1.05496534356903;1;M;04;0;11;2;ZZ;2;B;22;5;24;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2000;9;55;013;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;2;0;0;2;0;0;0;0;2;1;1;0;0;4.06551501179332;1;M;04;0;11;2;ZZ;1;A;10;4;21;Z;Z;770291;1;1;1;Z
77288;ZZZZZ;772880101;325;2013;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;16;1;2;Z;3;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;1;0;1.05496534356903;1;M;02;Z;11;2;ZZ;1;B;21;3;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;325;2013;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;15;1;2;Z;3;2;3;0;1;1;1;2;1;1;0;0;1;0;1;3;2;1;1;0;1.05496534356903;1;M;03;Z;11;2;ZZ;1;A;10;3;11;1;3;770291;3;2;1;Z
77288;ZZZZZ;772880101;111;2002;9;65;012;03;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;ZZ;2;2;Z;Z;2;2;0;0;0;0;2;0;0;1;1;0;0;1;2;1;1;1;0;3.16666018680010;1;M;02;0;11;2;ZZ;1;A;21;2;21;Z;Z;770291;1;1;0;Z
77288;ZZZZZ;772880101;211;2000;9;40;013;03;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;4;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;4.06551501179332;1;M;01;1;11;2;ZZ;1;B;22;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2004;9;25;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;4.35446436794852;1;M;02;9;11;2;ZZ;1;B;22;5;25;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2007;9;40;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;1;Z;1;1;6;0;3;3;3;2;3;0;0;0;1;0;2;5;2;3;2;3;1.05496534356903;1;M;05;Z;11;2;ZZ;1;B;22;6;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2000;9;55;012;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;4;0;0;2;0;0;0;2;4;3;1;0;0;1.05496534356903;1;M;05;0;11;2;ZZ;1;B;22;6;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1978;6;65;036;05;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.16666018680010;1;M;04;0;11;2;ZZ;2;B;22;4;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2010;9;80;005;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;4.35446436794852;1;M;03;9;11;2;ZZ;2;B;22;3;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;325;2013;9;55;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;2;Z;3;1;6;0;0;0;0;3;0;0;0;0;0;0;3;3;2;1;2;0;1.05496534356903;1;M;03;Z;11;2;ZZ;1;A;10;3;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2000;9;40;013;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;B;Z;Z;Z;16;2;1;Z;2;2;3;0;2;3;3;2;3;1;0;0;2;0;2;5;3;2;2;2;4.06551501179332;1;M;05;Z;11;2;ZZ;1;B;22;4;11;2;4;770291;2;2;2;Z
77288;ZZZZZ;772880101;211;1970;6;65;044;06;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;C;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.16666018680010;1;M;03;0;11;2;ZZ;2;B;22;4;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1994;8;55;020;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;3.16666018680010;1;M;03;0;11;2;ZZ;1;A;10;4;25;Z;Z;770291;1;1;2;Z
77288;ZZZZZ;772880101;311;2000;9;25;013;03;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;C;Z;Z;Z;16;1;2;Z;2;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05496534356903;1;M;02;Z;11;2;ZZ;1;B;21;3;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1991;8;55;021;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;3.43968072302842;1;M;03;1;11;2;ZZ;1;B;22;4;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1999;8;25;013;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;3;4;4;1;4;1;0;0;2;0;0;5;2;3;0;3;3.43968072302842;1;M;03;0;11;2;ZZ;2;B;22;3;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2005;9;40;009;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;2;1;Z;3;1;6;0;2;2;2;2;2;0;0;0;1;0;2;4;2;2;2;2;3.16666018680010;1;M;04;Z;11;2;ZZ;1;A;22;4;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;211;2011;9;55;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;16;1;1;Z;2;2;4;0;0;0;0;4;1;0;0;0;0;0;4;4;2;2;4;2;4.06551501179332;1;M;04;Z;11;2;ZZ;1;A;22;4;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;311;1996;8;55;020;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;1;2;Z;Z;2;6;0;0;0;0;3;1;0;1;0;0;0;2;3;2;1;2;0;3.38545006236989;1;M;05;0;11;2;ZZ;1;A;10;5;21;Z;Z;770291;1;1;3;Z
77288;ZZZZZ;772880101;211;0000;0;YY;999;99;2;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.38542379800857;Y;M;03;Y;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;211;2005;9;25;009;02;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;A;Z;Z;Z;16;2;1;Z;1;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;2;1;3.16666018680010;1;M;03;Z;11;2;ZZ;1;B;22;4;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1994;8;65;022;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;2;4;0;0;0;0;3;0;0;2;2;0;0;1;3;1;2;0;0;3.38545006236989;1;M;03;9;11;2;ZZ;1;A;22;3;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1968;5;80;044;06;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.05496534356903;1;M;03;9;11;2;ZZ;2;B;22;4;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;1950;4;80;064;08;2;Z;Z;H;1;Z;2;Z;Z;3;Z;Z;A;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3.16666018680010;1;M;06;0;11;2;ZZ;2;B;10;7;21;Z;Z;770291;1;1;0;Z
77288;ZZZZZ;772880101;211;1986;7;40;026;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;16;2;1;Z;1;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.43968072302842;1;M;03;Z;11;2;ZZ;1;A;22;3;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;311;1995;8;25;018;03;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;D;Z;Z;Z;ZZ;1;1;Z;Z;2;2;0;0;0;0;4;0;0;0;0;0;0;4;4;1;3;3;0;4.06551501179332;1;M;04;1;11;2;ZZ;1;B;22;5;12;Z;Z;770291;2;1;2;Z
77288;ZZZZZ;772880101;212;2013;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;D;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;2;2;2;2;2;1;0;0;2;0;2;4;2;2;0;1;3.38545006236989;1;M;04;2;11;2;ZZ;1;A;22;4;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1967;5;80;045;06;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;2;1;0;1;0;2;1;1;0;0;1.05496534356903;1;M;05;9;11;2;ZZ;2;B;22;6;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2005;9;40;011;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;B;Z;Z;Z;16;2;1;Z;2;2;6;0;2;4;4;1;4;1;0;0;1;0;1;5;1;4;1;4;3.38545006236989;1;M;03;Z;11;2;ZZ;1;A;22;4;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1985;7;65;027;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;3.43968072302842;1;M;04;0;11;2;ZZ;1;A;22;4;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2000;9;65;016;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.38545006236989;1;M;04;9;11;2;ZZ;2;B;22;5;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;1979;6;40;033;05;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;14;2;1;Z;1;2;4;1;0;1;1;2;2;0;0;0;0;0;1;3;1;2;1;2;3.43968072302842;1;M;03;Z;11;2;ZZ;2;B;22;3;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;1989;7;55;025;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;16;2;1;Z;1;2;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;3.16666018680010;1;M;03;Z;11;2;ZZ;1;B;22;3;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2009;9;55;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;2;0;1;1;3;2;0;0;0;0;0;0;4;3;1;0;2;1.05496534356903;1;M;04;0;11;2;ZZ;1;A;22;4;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;211;2009;9;40;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;1;2;Z;Z;1;6;1;0;1;1;3;2;0;0;0;0;0;2;4;3;1;0;1;4.06551501179332;1;M;04;1;11;2;ZZ;1;A;10;5;12;Z;Z;770291;1;1;1;Z
77288;ZZZZZ;772880101;211;2002;9;40;014;03;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;2;3;1;1;1;2;2;2;0;0;0;0;0;2;4;1;3;1;2;3.38545006236989;1;M;04;1;11;2;ZZ;1;A;22;4;12;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880101;211;2006;9;55;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;4;0;0;0;0;0;0;3;4;4;0;1;0;1.05496534356903;1;M;05;1;11;2;ZZ;1;B;22;6;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2010;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;5;5;5;1;5;2;0;0;3;0;0;6;1;5;0;3;1.05496534356903;1;M;05;0;11;2;ZZ;2;A;22;6;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;325;2013;9;55;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1.05496534356903;1;M;03;2;11;2;ZZ;2;B;10;3;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;112;1984;7;40;031;05;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;16;1;1;Z;3;2;1;0;0;0;1;3;2;0;0;0;0;0;4;4;2;2;2;0;4.35446436794852;1;M;05;Z;11;2;ZZ;1;A;22;5;11;1;4;770291;3;2;3;Z
77288;ZZZZZ;772880101;325;2014;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;C;Z;Z;Z;16;1;2;Z;2;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05496534356903;1;M;01;Z;11;2;ZZ;1;B;10;1;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;311;1999;8;55;014;03;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;A;Z;Z;Z;ZZ;1;2;Z;Z;2;4;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1.05496534356903;1;M;02;0;11;2;ZZ;2;A;10;3;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;325;2015;9;20;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;D;Z;Z;Z;16;1;2;Z;2;2;3;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1.05496534356903;5;M;01;Z;11;2;ZZ;1;B;23;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;1988;7;55;024;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;16;1;1;Z;2;1;6;1;0;2;2;5;4;0;1;0;0;0;4;7;2;5;3;2;3.43968072302842;1;M;04;Z;11;2;ZZ;1;A;22;4;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;324;2012;9;25;004;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;D;Z;Z;Z;16;1;2;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05496534356903;1;M;03;Z;11;2;ZZ;1;B;10;4;11;1;5;770291;2;2;1;Z
77288;ZZZZZ;772880101;311;2015;9;25;001;00;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;D;Z;Z;Z;16;1;2;Z;2;2;3;0;0;1;1;1;1;0;0;0;0;0;1;2;2;0;1;1;3.38545006236989;2;M;01;Z;11;2;ZZ;1;B;21;2;11;1;3;770291;3;2;0;Z
77288;ZZZZZ;772880101;311;2010;9;55;006;02;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;16;2;2;Z;1;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.38545006236989;1;M;03;Z;11;1;ZZ;1;A;10;4;11;1;2;770291;3;2;1;Z
77288;ZZZZZ;772880101;211;2008;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;2;1;Z;2;1;6;0;1;1;1;4;3;0;0;0;0;0;4;5;4;1;3;1;4.35446436794852;1;M;05;Z;11;2;ZZ;1;A;22;5;11;1;5;770291;3;2;1;Z
