COMMUNE;ARM;IRIS;ACHL;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM_15;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;IRANM;METRODOM;NBPI;RECHM;REGION;REGION2016;SANI;SANIDOM;SEXEM;STAT_CONJM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880201;211;2012;9;20;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;1;1;1;2;2;1;0;0;1;0;1;3;2;1;1;0;1.05830137553859;1;M;03;0;11;11;2;ZZ;2;A;22;3;24;Z;Z;770301;3;2;2;Z
77288;ZZZZZ;772880201;211;2009;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;3;0;0;0;0;0;0;3;3;2;1;0;0;1.05830137553859;1;M;03;2;11;11;2;ZZ;1;A;22;3;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2013;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;15;2;1;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05830137553859;1;M;01;Z;11;11;2;ZZ;1;B;22;2;11;1;4;770301;3;3;1;Z
77288;ZZZZZ;772880201;211;2008;9;25;007;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;D;Z;Z;Z;16;2;1;Z;3;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;1;0;4.36823414003659;1;M;03;Z;11;11;2;ZZ;1;A;22;4;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;212;2004;9;55;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;16;2;1;Z;1;1;6;3;0;0;1;4;3;0;1;0;0;0;2;5;2;3;1;3;3.17667386135754;1;M;03;Z;11;11;2;ZZ;1;A;22;4;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;1981;7;40;034;05;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;16;1;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4.36823414003659;1;M;03;Z;11;11;2;ZZ;1;B;22;3;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;2004;9;25;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;3.17667386135754;1;M;04;9;11;11;2;ZZ;1;B;22;4;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2010;9;25;005;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;15;1;1;Z;1;2;2;0;1;1;1;1;1;0;0;0;1;0;1;2;0;2;1;1;4.36823414003659;1;M;03;Z;11;11;2;ZZ;2;B;22;3;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;1986;7;65;028;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;4;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.17667386135754;1;M;05;0;11;11;1;ZZ;2;B;22;5;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2008;9;25;007;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;1;Z;3;1;6;0;2;2;2;2;2;2;0;0;2;0;1;4;3;1;1;0;4.36823414003659;1;M;03;Z;11;11;2;ZZ;1;A;22;3;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;212;1985;7;55;029;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;2;1;0;1;0;0;0;1;2;0;2;1;0;3.17667386135754;1;M;05;0;11;11;2;ZZ;2;A;22;5;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;2014;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;B;Z;Z;Z;16;2;1;Z;3;1;6;0;3;3;3;3;3;1;1;0;3;0;1;6;2;4;1;2;4.36823414003659;2;M;04;Z;11;11;2;ZZ;1;A;22;4;11;1;4;770301;3;2;2;Z
77288;ZZZZZ;772880201;212;2001;9;40;013;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;15;2;1;Z;1;1;6;1;0;0;1;1;1;0;0;0;0;0;1;2;0;2;1;1;3.17667386135754;1;M;03;Z;11;11;2;ZZ;2;B;22;4;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2009;9;25;006;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;B;Z;Z;Z;16;1;1;Z;2;1;6;0;2;2;2;2;2;1;0;0;2;0;2;4;2;2;2;1;4.36823414003659;1;M;03;Z;11;11;2;ZZ;1;A;22;3;11;1;4;770301;3;2;2;Z
77288;ZZZZZ;772880201;212;2014;9;20;000;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;12;2;1;Z;1;1;6;1;2;3;3;2;4;2;0;0;2;0;1;5;3;2;1;2;3.17667386135754;2;M;05;Z;11;11;2;ZZ;1;A;22;5;11;2;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2008;9;40;007;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;1;Z;2;1;6;0;2;3;3;2;3;0;0;0;0;0;2;5;2;3;2;3;4.36823414003659;1;M;05;Z;11;11;2;ZZ;1;A;22;4;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;2009;9;25;005;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;1;0;0;1;0;1;5;3;2;0;2;3.17667386135754;1;M;04;2;11;11;2;ZZ;1;B;22;4;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;1993;8;80;021;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.17667386135754;1;M;03;9;11;11;2;ZZ;1;B;22;4;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2010;9;40;005;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;1;1;1;1;1;0;0;0;0;0;1;2;1;1;0;1;4.36823414003659;1;M;03;1;11;11;2;ZZ;2;A;22;3;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;212;2011;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;4;2;0;0;0;0;0;4;4;3;1;1;0;3.17667386135754;1;M;04;1;11;11;1;ZZ;1;A;22;5;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;1999;8;55;016;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4.36823414003659;1;M;04;0;11;11;2;ZZ;2;B;22;4;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;2013;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;ZZ;2;1;Z;Z;1;6;1;1;2;2;2;2;0;0;0;0;0;2;4;2;2;0;2;3.17667386135754;4;M;04;1;11;11;2;ZZ;1;A;22;4;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2012;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;1;Z;1;1;6;0;3;3;3;2;3;3;0;0;3;0;1;5;2;3;1;0;4.36823414003659;1;M;04;Z;11;11;2;ZZ;1;A;22;4;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2007;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;15;2;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05830137553859;1;M;03;Z;11;11;2;ZZ;1;B;22;3;11;1;4;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2002;9;25;013;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;15;2;1;Z;1;1;6;0;2;2;2;2;2;1;0;0;1;0;2;4;2;2;2;2;1.05830137553859;1;M;03;Z;11;11;1;ZZ;1;A;22;4;11;2;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2013;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;15;2;1;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05830137553859;1;M;01;Z;11;11;2;ZZ;1;B;22;2;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2014;9;40;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;16;2;1;Z;3;1;6;0;0;0;1;1;1;0;0;0;0;0;2;2;1;1;1;0;1.05830137553859;1;M;01;Z;11;11;2;ZZ;2;B;22;3;11;2;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2008;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;1;1;1;2;1;0;0;0;0;0;2;3;1;2;1;1;1.05830137553859;1;M;03;1;11;11;2;ZZ;1;A;22;5;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2009;9;25;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;16;2;1;Z;2;1;6;0;2;2;2;2;2;1;0;0;2;0;2;4;2;2;1;1;1.05830137553859;1;M;03;Z;11;11;1;ZZ;1;A;22;3;11;1;5;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2009;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.05830137553859;1;M;01;1;11;11;1;ZZ;1;A;22;2;12;Z;Z;770301;3;1;0;Z
77288;ZZZZZ;772880201;211;2011;9;65;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;2;0;0;2;1;0;1;0;2;1;1;0;0;1.05830137553859;1;M;01;9;11;11;2;ZZ;1;A;22;2;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;112;1998;8;40;017;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1.05830137553859;1;M;03;9;11;11;2;ZZ;2;B;23;2;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;112;1998;8;40;017;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1.05830137553859;1;M;03;9;11;11;2;ZZ;2;B;23;2;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.05830588717946;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770301;3;2;X;Z
77288;ZZZZZ;772880201;211;2015;9;25;000;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;0;0;1.05830137553859;2;M;01;1;11;11;2;ZZ;1;A;30;1;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2001;9;40;014;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;16;2;1;Z;2;2;1;0;2;3;3;2;3;0;0;0;0;0;2;5;2;3;1;3;1.05830137553859;1;M;03;Z;11;11;2;ZZ;1;A;22;4;11;2;4;770301;3;2;2;Z
77288;ZZZZZ;772880201;211;2000;9;80;015;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.05830137553859;1;M;03;0;11;11;2;ZZ;2;B;22;4;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2006;9;65;009;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;D;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1.05830137553859;1;M;01;0;11;11;2;ZZ;1;A;22;1;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.05830588717946;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770301;3;2;X;Z
77288;ZZZZZ;772880201;211;2007;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;3;3;4;1;4;0;0;0;1;0;0;5;4;1;0;4;1.05830137553859;1;M;03;9;11;11;2;ZZ;2;A;22;3;25;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;212;1998;8;40;017;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;16;2;1;Z;2;1;6;0;1;2;2;2;2;0;0;0;0;0;2;4;1;3;2;2;1.05830137553859;1;M;03;Z;11;11;2;ZZ;1;A;22;4;11;1;5;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2009;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.05830137553859;1;M;01;1;11;11;1;ZZ;1;A;22;2;12;Z;Z;770301;3;1;0;Z
77288;ZZZZZ;772880201;211;2002;9;55;013;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;0;0;0;2;0;0;1;0;0;0;0;2;1;1;0;0;1.05830137553859;1;M;03;9;11;11;2;ZZ;1;A;22;3;21;Z;Z;770301;3;3;1;Z
77288;ZZZZZ;772880201;211;1968;5;80;047;06;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;A;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;1.05830137553859;1;M;03;0;11;11;2;ZZ;1;A;22;3;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2009;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;B;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.05830137553859;1;M;01;1;11;11;1;ZZ;1;A;22;2;12;Z;Z;770301;3;1;0;Z
77288;ZZZZZ;772880201;211;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.05830588717946;Y;M;02;Y;11;11;2;ZZ;Y;Y;00;3;YY;Y;Y;770301;3;2;X;Z
77288;ZZZZZ;772880201;211;2010;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;16;1;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.05830137553859;1;M;03;Z;11;11;2;ZZ;1;B;22;3;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;1988;7;40;023;04;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;B;Z;Z;Z;16;2;1;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.49424251016308;1;M;01;Z;11;11;2;ZZ;1;B;22;1;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;1991;8;65;021;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.45055774844639;1;M;02;0;11;11;2;ZZ;2;B;22;3;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;311;1985;7;25;028;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;2;Z;3;2;1;0;1;1;1;2;1;0;0;0;1;0;1;3;1;2;1;0;4.07837106259605;1;M;03;Z;11;11;2;ZZ;1;B;21;5;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2000;9;25;014;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;3;3;3;1;3;0;0;0;1;0;0;4;3;1;0;3;3.17667386135754;1;M;03;0;11;11;2;ZZ;2;B;22;4;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;311;2009;9;40;003;01;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;16;2;1;Z;3;2;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.45055774844639;1;M;02;Z;11;11;2;ZZ;1;B;22;2;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;311;2009;9;25;003;01;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;2;1;0;0;0;0;0;2;2;1;1;1;1;3.45055774844639;5;M;02;2;11;11;2;ZZ;1;B;22;3;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;311;2001;9;25;011;03;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;B;Z;Z;Z;12;2;1;Z;3;2;1;0;2;2;2;2;2;0;0;0;0;0;2;4;2;2;2;2;3.45055774844639;1;M;03;Z;11;11;2;ZZ;1;B;22;4;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2006;9;25;006;02;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;B;Z;Z;Z;16;1;1;Z;1;1;6;0;2;2;2;2;2;1;0;0;2;0;1;4;2;2;1;1;3.45055774844639;1;M;02;Z;11;11;2;ZZ;1;B;22;3;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;311;2008;9;40;004;01;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;B;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.45055774844639;1;M;02;Z;11;11;2;ZZ;1;B;23;3;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;311;1995;8;80;017;03;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;3.45055774844639;1;M;03;0;11;11;2;ZZ;1;A;22;4;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;311;1995;8;80;017;03;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;3;0;0;3;2;0;2;0;3;1;2;0;0;3.45055774844639;1;M;02;9;11;11;2;ZZ;1;A;22;3;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;311;2006;9;25;006;02;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;B;Z;Z;Z;16;2;1;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.45055774844639;1;M;02;Z;11;11;2;ZZ;1;B;22;3;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;1967;5;80;046;06;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;4.07837106259605;1;M;05;0;11;11;2;ZZ;1;B;22;4;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;1991;8;40;023;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;3.17667386135754;1;M;04;0;11;11;2;ZZ;2;B;22;2;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2009;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;12;2;1;Z;1;2;1;0;2;2;2;2;2;2;0;0;2;0;2;4;2;2;2;1;4.36823414003659;1;M;03;Z;11;11;2;ZZ;1;A;22;3;11;1;3;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2011;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;D;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;1;0;0;3;0;1;5;3;2;0;2;3.17667386135754;1;M;04;1;11;11;2;ZZ;1;B;22;4;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2005;9;65;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;6;1;0;0;0;2;1;0;1;1;0;0;0;2;0;2;0;1;4.36823414003659;1;M;04;0;11;11;2;ZZ;2;B;22;4;21;Z;Z;770301;2;2;0;Z
77288;ZZZZZ;772880201;211;2007;9;65;004;01;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.49424251016308;1;M;02;0;11;11;2;ZZ;2;B;22;3;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;1995;8;55;017;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;D;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;3.45055774844639;1;M;02;2;11;11;2;ZZ;1;B;22;3;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2010;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;2;1;4;5;6;2;6;2;0;0;3;0;2;8;5;3;1;3;3.17667386135754;1;M;05;9;11;11;2;ZZ;1;B;22;6;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;1998;8;55;017;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;1;Z;2;1;6;0;0;0;0;5;3;0;0;0;0;0;5;5;1;4;3;1;4.36823414003659;1;M;04;Z;11;11;2;ZZ;1;A;22;4;11;1;4;770301;3;2;3;Z
77288;ZZZZZ;772880201;211;2001;9;65;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3.49424251016308;1;M;04;0;11;11;2;ZZ;1;A;22;4;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;311;2007;9;55;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;21;2;1;Z;1;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.45055774844639;1;M;02;Z;11;11;2;ZZ;2;B;22;2;11;2;2;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;1982;7;55;031;05;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;4.07837106259605;1;M;04;2;11;11;2;ZZ;2;B;22;4;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2003;9;25;011;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;C;Z;Z;Z;16;2;1;Z;3;2;4;0;2;2;2;1;2;1;0;0;1;0;1;3;2;1;1;2;3.17667386135754;1;M;03;Z;11;11;2;ZZ;2;B;22;4;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2011;9;40;004;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;C;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;4.36823414003659;1;M;03;1;11;11;1;ZZ;1;B;22;3;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2012;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;16;1;1;2;1;1;6;0;2;2;2;1;2;2;0;0;2;0;1;3;1;2;1;3;4.36823414003659;1;M;04;Z;11;11;2;ZZ;2;B;22;4;11;2;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;211;2007;9;65;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.49424251016308;1;M;02;0;11;11;2;ZZ;2;B;22;4;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;1995;8;40;017;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;A;Z;Z;Z;21;2;1;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.45055774844639;1;M;02;Z;11;11;2;ZZ;1;B;22;3;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;211;2004;9;65;009;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;A;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;1;1;0;0;1;2;1;1;0;0;4.07837106259605;1;M;04;0;11;11;2;ZZ;2;B;22;4;21;Z;Z;770301;3;2;1;Z
