COMMUNE;ARM;IRIS;ACHLR3;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;MATRM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880103;2;2002;9;55;011;03;1;Z;Z;H;1;Z;1;Z;Z;5;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;2;1;0;0;0;0;0;0;2;1;1;0;0;1.23177003784639;4;M;03;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2000;9;40;014;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;2;1;Z;Z;1;6;2;1;2;3;1;3;0;0;0;0;0;0;4;0;4;0;3;3.69736992965607;1;M;03;0;11;2;ZZ;2;22;2;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2008;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;21;2;1;Z;1;1;6;1;2;3;3;2;3;1;0;0;1;0;2;5;3;2;2;3;4.06699200102392;1;M;03;Z;11;1;ZZ;1;22;2;11;2;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2011;9;65;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;1;2;Z;Z;1;6;0;0;0;0;2;0;0;1;1;0;0;0;2;1;1;0;0;1.23177003784639;2;M;02;0;11;2;ZZ;1;21;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2009;9;40;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;1;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.69736992965607;1;M;03;Z;11;2;ZZ;2;22;2;11;2;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1981;7;40;030;05;2;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;12;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;4.06699200102392;1;M;02;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2012;9;55;001;00;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;02;Z;Z;Z;16;2;2;Z;3;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.23177003784639;2;M;02;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2006;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;3;Z;1;6;0;0;0;0;4;2;0;1;0;0;0;4;4;2;2;3;2;3.69736992965607;4;M;03;1;11;2;ZZ;1;22;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2010;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;2;2;Z;3;2;4;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1.23177003784639;1;M;03;Z;11;2;ZZ;2;10;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1993;8;65;020;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;1;1;0;1;1;2;1;1;1;0;1.23177003784639;4;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;2;2;1;Z
77288;ZZZZZ;772880103;2;1986;7;55;027;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;15;1;2;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1.23177003784639;1;M;03;Z;11;2;ZZ;2;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.23176820177332;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;2;1994;8;65;019;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1.23177003784639;4;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2002;9;65;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;6;0;0;0;0;2;0;0;2;2;0;1;0;2;1;1;0;0;1.23177003784639;2;M;03;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1983;7;80;030;05;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;1.23177003784639;3;M;02;9;11;2;ZZ;1;10;1;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1987;7;65;026;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1.23177003784639;4;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2012;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;18;Z;Z;Z;16;1;2;Z;2;2;2;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;2;0;1.23177003784639;2;M;04;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1983;7;80;030;05;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.23177003784639;3;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2012;9;20;001;00;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;14;Z;Z;Z;16;2;2;Z;1;2;6;0;1;1;1;2;3;1;0;0;1;0;1;3;1;2;1;0;1.23177003784639;1;M;03;Z;11;2;ZZ;1;21;2;11;1;4;770291;1;2;1;Z
77288;ZZZZZ;772880103;2;2010;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;16;1;2;Z;1;1;6;0;2;2;2;2;2;0;0;0;0;0;1;4;2;2;1;2;1.23177003784639;2;M;03;Z;11;2;ZZ;1;21;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1993;8;65;020;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1.23177003784639;4;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2009;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.23177003784639;2;M;02;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2009;9;65;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;0;0;0;4;1;0;1;1;0;0;3;4;3;1;2;0;1.23177003784639;2;M;02;0;11;1;ZZ;1;21;2;21;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880103;2;2011;9;80;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.23177003784639;3;M;04;0;11;2;ZZ;2;30;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;1992;8;80;021;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.23177003784639;3;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2012;9;65;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;1;0;2;1;1;0;0;1.23177003784639;2;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;2;2;0;Z
77288;ZZZZZ;772880103;3;2010;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;01;Z;Z;Z;16;2;2;Z;2;1;6;0;3;3;3;2;3;2;0;0;3;0;1;5;2;3;1;3;1.23177003784639;2;M;04;Z;11;2;ZZ;1;21;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2011;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;2;Z;2;2;1;0;1;1;1;1;1;0;0;0;0;0;1;2;1;1;1;1;1.23177003784639;1;M;04;Z;11;2;ZZ;2;10;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2009;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;03;Z;Z;Z;ZZ;2;2;Z;Z;1;6;0;0;1;1;2;1;0;0;0;0;0;2;3;2;1;0;1;1.23177003784639;2;M;03;1;11;2;ZZ;1;21;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2010;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;ZZ;2;2;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1.23177003784639;1;M;03;1;11;2;ZZ;2;21;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2002;9;80;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;2;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;1.23177003784639;2;M;03;0;11;2;ZZ;1;21;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2008;9;25;005;02;1;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;2;Z;1;2;2;0;3;3;3;2;3;1;0;0;1;0;1;5;3;2;1;2;1.23177003784639;4;M;05;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2012;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;2;Z;1;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.23177003784639;1;M;04;Z;11;2;ZZ;1;21;2;11;1;3;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1990;8;80;023;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.23177003784639;3;M;04;9;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2011;9;65;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;1;0;2;1;1;0;0;1.23177003784639;2;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2012;9;20;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;ZZ;2;2;Z;Z;2;4;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1.23177003784639;1;M;03;1;11;2;ZZ;1;21;2;12;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1997;8;40;016;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1.23177003784639;1;M;03;Z;11;2;ZZ;2;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;2003;9;80;010;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;1.23177003784639;2;M;04;0;11;2;ZZ;1;21;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;1;2008;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;2;2;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.23177003784639;1;M;02;Z;11;2;ZZ;1;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;1;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.23176820177332;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880103;2;1997;8;40;016;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1.23177003784639;1;M;03;Z;11;2;ZZ;2;21;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1981;7;65;032;05;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;1;6;0;0;0;0;3;0;0;2;2;0;1;1;3;2;1;0;0;1.23177003784639;2;M;04;0;11;2;ZZ;1;21;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1964;5;80;049;06;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.23177003784639;1;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880103;2;1999;8;40;014;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;1.23177003784639;1;M;03;9;11;2;ZZ;1;10;2;25;Z;Z;770291;3;2;3;Z
77288;ZZZZZ;772880103;2;1989;7;80;024;04;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.23177003784639;3;M;03;0;11;2;ZZ;2;10;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880103;2;2002;9;40;011;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.23177003784639;1;M;04;Z;11;2;ZZ;1;10;2;11;1;2;770291;3;2;1;Z
77288;ZZZZZ;772880201;2;2013;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;18;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;2;2;2;2;3;2;0;0;2;0;1;4;1;3;0;0;3.18397341918492;2;M;04;2;11;1;ZZ;1;22;2;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1999;8;55;011;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;4.39816207343349;4;M;03;Z;11;2;ZZ;2;22;2;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1995;8;40;017;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;21;2;1;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.45848665362230;1;M;04;Z;11;2;ZZ;1;22;2;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1967;5;80;046;06;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;4.08774259606540;3;M;05;0;11;2;ZZ;1;22;2;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2009;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;18;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.50227179688844;4;M;04;Z;11;2;ZZ;1;22;2;11;1;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2003;9;55;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;2;1;Z;3;2;4;0;0;0;0;3;1;0;0;0;0;0;3;3;1;2;3;0;4.08774259606540;2;M;03;Z;11;1;ZZ;1;22;2;11;1;5;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;2005;9;25;009;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;16;2;1;Z;2;1;6;0;1;1;1;3;1;0;0;0;0;0;2;4;1;3;2;1;3.18397341918492;2;M;03;Z;11;2;ZZ;1;22;2;11;1;5;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1993;8;80;021;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;01;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.18397341918492;3;M;03;9;11;2;ZZ;1;22;2;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;2011;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;4;2;0;0;0;0;0;4;4;3;1;1;0;3.18397341918492;2;M;04;1;11;1;ZZ;1;22;2;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;2013;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;1;6;1;1;2;2;2;2;0;0;0;0;0;2;4;2;2;0;2;3.18397341918492;2;M;04;1;11;2;ZZ;1;22;2;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2012;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;4;4;4;1;4;2;0;0;4;0;0;5;2;3;0;4;3.18397341918492;1;M;04;0;11;2;ZZ;2;22;2;24;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1992;8;80;018;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;1.06073320594570;3;M;03;9;11;2;ZZ;1;22;2;24;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2000;9;25;011;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;03;Z;Z;Z;16;2;1;Z;2;1;6;0;3;3;3;2;3;1;0;0;1;0;1;5;2;3;1;2;3.50227179688844;2;M;02;Z;11;2;ZZ;1;22;2;11;1;5;770301;3;2;1;Z
77288;ZZZZZ;772880201;1;2010;9;20;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;2;2;Z;3;1;6;0;1;1;1;1;2;1;0;0;1;0;1;2;1;1;1;1;3.45848665362230;1;M;03;Z;11;1;ZZ;2;21;2;11;2;5;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2006;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;01;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;3;3;3;2;3;1;0;0;1;0;1;5;2;3;0;2;4.08774259606540;2;M;04;1;11;2;ZZ;1;22;2;12;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;2010;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;2;1;Z;2;1;6;0;2;2;2;2;2;2;0;0;2;0;2;4;1;3;1;1;3.18397341918492;2;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1986;7;65;028;04;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;4;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.18397341918492;1;M;05;0;11;1;ZZ;2;22;2;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1987;7;65;023;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1.06073320594570;4;M;03;9;11;2;ZZ;2;22;1;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2002;9;55;008;02;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1.06073320594570;4;M;01;2;11;2;ZZ;1;22;1;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2009;9;65;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1.06073320594570;1;M;01;0;11;2;ZZ;1;22;1;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1997;8;55;013;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;12;2;1;Z;1;2;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1.06073320594570;4;M;03;Z;11;2;ZZ;2;23;2;11;2;3;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1990;8;55;020;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;01;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;1.06073320594570;2;M;01;Z;11;2;ZZ;1;22;1;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1990;8;55;020;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1.06073320594570;4;M;01;9;11;2;ZZ;2;22;1;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1990;8;25;020;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;ZZ;2;1;Z;Z;2;3;1;1;1;1;2;1;0;0;0;1;0;0;3;1;2;0;2;1.06073320594570;3;M;03;9;11;2;ZZ;1;22;2;25;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;2006;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;15;2;1;Z;2;2;1;1;0;0;0;2;1;0;0;0;0;0;1;2;1;1;1;1;1.06073320594570;2;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1990;8;55;020;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1.06073320594570;4;M;01;9;11;2;ZZ;2;22;1;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;2001;9;25;009;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1.06073320594570;1;M;01;2;11;2;ZZ;2;22;1;12;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;2003;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1.06073320594570;1;M;03;0;11;2;ZZ;1;22;2;25;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1997;8;40;013;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;0;0;0;1;1;1;0;0;0;0;0;2;2;0;2;1;0;1.06073320594570;4;M;03;Z;11;2;ZZ;2;22;2;11;1;4;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1997;8;55;013;03;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1.06073320594570;4;M;01;9;11;2;ZZ;1;22;1;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1989;7;65;021;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1.06073320594570;3;M;01;0;11;2;ZZ;2;22;1;21;Z;Z;770301;3;2;1;Z
77288;ZZZZZ;772880201;2;1999;8;65;011;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.06073320594570;3;M;03;9;11;2;ZZ;2;22;2;21;Z;Z;770301;3;2;0;Z
77288;ZZZZZ;772880201;2;1996;8;65;014;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1.06073320594570;3;M;03;0;11;2;ZZ;2;22;2;21;Z;Z;770301;3;2;0;Z
