COMMUNE;ARM;IRIS;ACHL;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP15M;INP17M;INP19M;INP24M;INP3M;INP60M;INP65M;INP5M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;IRANM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STAT_CONJM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC;Texte
77288;ZZZZZ;772880102;B12;2019;9;20;003;01;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;15;Z;Z;Z;16;1;1;Z;2;2;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;6;30;4;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;6;30;4;11;1;1;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;03;Z;11;2;ZZ;1;6;21;3;11;1;1;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2021;9;40;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;2;0;1;1;1;1;1;0;0;0;0;0;1;2;1;1;1;1;1.19944431468416;1;M;04;Z;11;2;ZZ;1;5;30;4;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.19943130258718;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770301;Y;2;X;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;20;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;1;Z;2;2;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;6;30;5;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;16;1;1;Z;1;2;1;0;0;0;0;2;1;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;3;30;5;11;1;2;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;16;2;1;Z;2;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;03;Z;11;2;ZZ;2;3;30;4;11;1;5;770301;3;2;3;Z;B12
77288;ZZZZZ;772880102;B12;2014;9;25;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;2;22;3;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B11;2017;9;55;005;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;5;30;3;11;1;5;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B12;2017;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;05;Z;11;2;ZZ;1;6;30;4;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;3;30;4;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2014;9;25;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;2;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;3;30;5;11;1;2;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;20;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;6;22;4;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;03;Z;11;2;ZZ;1;3;30;4;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;C100;2017;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;21;1;1;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;05;Z;11;2;ZZ;1;3;30;4;11;1;5;770301;3;2;2;Z;C100
77288;ZZZZZ;772880102;B12;2014;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;1;2;3;1;0;0;1;2;2;0;0;0;0;0;2;3;1;2;2;2;1.19944431468416;1;M;05;Z;11;2;ZZ;2;5;30;5;11;1;1;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;20;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;2;Z;2;2;1;1;0;0;0;2;2;0;0;0;0;0;1;2;1;1;1;1;1.19944431468416;1;M;04;Z;11;2;ZZ;1;3;30;5;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B11;2021;9;20;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;1;Z;1;2;1;0;0;0;0;2;2;0;0;0;0;0;2;2;1;1;1;1;1.19944431468416;1;M;03;Z;11;2;ZZ;1;3;30;4;11;1;1;770301;3;2;2;Z;B11
77288;ZZZZZ;772880102;B12;2018;9;25;004;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;6;30;4;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B11;2021;9;20;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;1;Z;1;2;1;0;0;0;0;2;2;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;03;Z;11;2;ZZ;2;3;30;4;11;1;1;770301;3;2;2;Z;B11
77288;ZZZZZ;772880102;B11;2020;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;1;Z;3;2;3;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;2;3;30;5;11;2;5;770301;3;2;2;Z;B11
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;0;1;1;1;2;1;0;0;0;0;0;2;3;2;1;2;1;1.19944431468416;1;M;05;Z;11;2;ZZ;1;3;30;5;11;1;2;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2016;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;05;Z;11;2;ZZ;1;5;30;3;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;2;1;Z;2;2;1;0;2;2;2;2;3;2;0;0;2;0;2;4;2;2;1;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;3;30;5;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.19943130258718;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770301;Y;2;X;Z;B12
77288;ZZZZZ;772880102;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.19943130258718;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770301;Y;2;X;Z;B12
77288;ZZZZZ;772880102;B12;2012;9;15;010;03;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;15;Z;Z;Z;ZZ;1;1;Z;Z;2;2;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1.19944431468416;1;M;04;1;11;2;ZZ;2;6;30;4;12;Z;Z;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;05;Z;11;2;ZZ;1;5;30;5;11;1;5;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;A12;2020;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;2;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;0;1.19944431468416;1;M;05;Z;11;2;ZZ;1;1;30;4;11;1;5;770301;1;2;1;Z;A12
77288;ZZZZZ;772880102;B12;2021;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;3;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;1;30;4;11;1;5;770301;3;2;3;Z;B12
77288;ZZZZZ;772880102;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.19943130258718;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770301;Y;2;X;Z;B12
77288;ZZZZZ;772880102;B12;2021;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;5;M;03;Z;11;2;ZZ;1;6;30;4;11;1;2;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2021;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;03;Z;11;2;ZZ;1;3;30;4;11;1;5;770301;3;2;3;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;3;0;2;2;2;2;2;2;0;0;2;0;2;4;2;2;2;1;1.19944431468416;1;M;05;Z;11;2;ZZ;1;2;30;5;11;1;2;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;2;1;Z;2;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;2;22;4;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2019;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;1.19944431468416;1;M;04;Z;11;2;ZZ;1;3;30;4;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1.19943130258718;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770301;Y;2;X;Z;B12
77288;ZZZZZ;772880102;B12;2020;9;20;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;2;Z;2;2;2;0;0;0;0;2;2;0;0;0;0;0;2;2;1;1;2;1;1.19944431468416;1;M;03;Z;11;2;ZZ;1;3;30;4;11;1;5;770301;2;2;2;Z;B12
77288;ZZZZZ;772880102;B12;2016;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1.19944431468416;1;M;03;Z;11;2;ZZ;1;6;22;4;11;1;2;770301;3;2;1;Z;B12
77288;ZZZZZ;772880102;B12;2021;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;2;2;1;0;2;2;2;2;2;1;0;0;2;0;2;4;2;2;2;1;1.19944431468416;2;M;04;Z;11;2;ZZ;1;2;30;4;11;1;5;770301;3;2;2;Z;B12
77288;ZZZZZ;772880102;B11;1981;7;25;035;05;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;2;0;0;1;1;0;0;1;2;0;2;0;0;5.38674610457038;1;M;04;2;11;2;ZZ;2;6;22;4;12;Z;Z;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B11;2013;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;2;1;Z;Z;2;1;1;3;4;5;2;5;1;0;0;1;0;2;7;3;4;0;3;5.38674610457038;1;M;05;1;11;2;ZZ;1;3;22;4;12;Z;Z;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B11;2008;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;3;2;2;0;1;2;2;2;2;0;0;0;0;0;2;4;1;3;2;2;5.38674610457038;1;M;04;Z;11;2;ZZ;1;3;22;6;11;1;6;770301;3;2;0;Z;B11
77288;ZZZZZ;772880102;B11;2014;9;40;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;15;2;1;Z;1;1;6;2;3;3;4;3;5;0;0;0;0;0;2;7;4;3;2;5;5.38674610457038;1;M;05;Z;11;2;ZZ;1;1;22;4;11;1;5;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B11;2011;9;40;005;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;15;2;1;1;3;1;6;0;1;2;2;2;2;0;0;0;0;0;2;4;2;2;2;3;5.38674610457038;1;M;04;Z;11;2;ZZ;1;1;22;4;11;1;6;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B11;1981;7;40;035;05;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;1;Z;2;1;6;3;1;3;4;4;6;1;0;0;1;0;2;8;3;5;1;3;5.38674610457038;1;M;06;Z;11;2;ZZ;1;1;22;4;11;1;6;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B11;2014;9;40;002;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;16;2;1;2;1;2;1;3;2;4;6;1;6;0;0;0;0;0;1;7;4;3;1;7;5.38674610457038;1;M;05;Z;11;2;ZZ;2;1;22;5;11;1;6;770301;3;2;0;Z;B11
77288;ZZZZZ;772880102;B11;2015;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;1;Z;2;1;6;3;0;2;2;3;3;0;0;0;0;0;2;5;2;3;1;3;5.38674610457038;2;M;05;Z;11;2;ZZ;1;1;22;5;11;1;6;770301;3;2;1;Z;B11
77288;ZZZZZ;772880102;B11;2015;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;21;2;1;Z;2;1;6;0;1;1;1;1;2;1;0;0;1;0;1;3;2;1;1;0;5.38674610457038;1;M;02;Z;11;2;ZZ;1;1;22;3;11;1;6;770301;3;2;0;Z;B11
77288;ZZZZZ;772880103;B11;2014;9;80;002;01;2;Z;Z;H;1;Z;2;Z;Z;4;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;2.48947430852347;1;M;03;9;11;2;ZZ;2;4;23;4;21;Z;Z;770311;3;2;0;Z;B11
77288;ZZZZZ;772880103;B12;2011;9;80;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;3;0;0;2;2;0;2;1;3;2;1;1;0;2.48947430852347;1;M;03;9;11;2;ZZ;1;1;22;4;21;Z;Z;770311;2;2;1;Z;B12
77288;ZZZZZ;772880103;B12;2007;9;40;009;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;15;Z;Z;Z;21;2;1;Z;2;2;3;0;0;0;0;2;1;0;0;0;0;0;2;2;1;1;2;0;2.48947430852347;1;M;03;Z;11;2;ZZ;2;5;22;3;11;2;5;770311;3;2;1;Z;B12
77288;ZZZZZ;772880103;B12;2006;9;55;010;03;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;12;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;2.48947430852347;1;M;03;Z;11;2;ZZ;2;5;22;4;11;1;5;770311;3;2;1;Z;B12
77288;ZZZZZ;772880103;B11;2008;9;40;008;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;12;Z;Z;Z;21;2;1;Z;2;2;1;1;0;0;1;1;1;0;0;0;0;0;1;2;1;1;1;1;2.48947430852347;1;M;03;Z;11;2;ZZ;2;5;22;4;11;2;5;770311;3;2;0;Z;B11
77288;ZZZZZ;772880103;B11;2001;9;40;015;03;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;13;Z;Z;Z;ZZ;1;1;Z;Z;2;1;1;0;1;2;1;2;0;0;0;0;0;1;3;1;2;0;2;2.48947430852347;1;M;03;2;11;2;ZZ;2;6;22;3;12;Z;Z;770311;3;2;0;Z;B11
77288;ZZZZZ;772880103;B11;2009;9;40;007;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;12;Z;Z;Z;16;2;1;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;2.48947430852347;1;M;03;Z;11;1;ZZ;1;5;22;4;11;1;6;770311;3;2;1;Z;B11
77288;ZZZZZ;772880103;B12;1999;8;55;017;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;5.72601610569019;1;M;03;0;11;2;ZZ;1;5;22;3;21;Z;Z;770311;2;2;0;Z;B12
77288;ZZZZZ;772880103;B12;2015;9;25;001;00;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;1;2;2;2;2;3;2;0;0;2;0;1;4;3;1;1;1;2.48947430852347;1;M;04;Z;11;2;ZZ;1;1;22;6;11;1;6;770311;3;2;1;Z;B12
77288;ZZZZZ;772880103;B11;1974;6;80;042;06;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3.36026730083035;1;M;04;9;11;2;ZZ;2;4;21;5;21;Z;Z;770311;1;1;1;Z;B11
77288;ZZZZZ;772880103;B12;1993;8;80;023;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3.36026730083035;1;M;03;9;11;2;ZZ;2;4;22;4;21;Z;Z;770311;1;1;0;Z;B12
77288;ZZZZZ;772880103;B12;2006;9;65;010;03;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;12;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3.47408679263906;1;M;05;9;11;2;ZZ;1;1;10;7;21;Z;Z;770311;1;1;1;Z;B12
77288;ZZZZZ;772880103;B11;2015;9;40;001;00;2;Z;Z;H;1;Z;4;Z;Z;6;Z;Z;17;Z;Z;Z;16;1;2;Z;2;2;2;2;1;2;2;2;3;0;0;0;0;0;1;4;2;2;1;3;3.72223971854138;3;M;04;Z;11;2;ZZ;2;6;10;4;11;1;5;770311;1;1;1;Z;B11
77288;ZZZZZ;772880103;A12;1988;7;55;028;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.47408679263906;1;M;04;Z;11;2;ZZ;2;1;10;4;11;1;5;770311;2;1;2;Z;A12
77288;ZZZZZ;772880103;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;5.6284702362862;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770311;Y;1;X;Z;B12
77288;ZZZZZ;772880103;B12;1986;7;65;030;05;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;2;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3.36026730083035;1;M;04;0;11;2;ZZ;2;4;10;5;21;Z;Z;770311;1;1;1;Z;B12
77288;ZZZZZ;772880103;B12;1989;7;40;027;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;17;Z;Z;Z;21;2;1;Z;1;1;6;1;1;1;2;3;3;0;0;0;0;0;2;5;3;2;2;3;5.72601610569019;1;M;03;Z;11;2;ZZ;1;3;22;4;11;1;5;770311;3;2;2;Z;B12
77288;ZZZZZ;772880103;B12;2000;9;25;016;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;0;0;0;0;2;0;0;1;0;0;0;1;2;2;0;1;0;2.48947430852347;1;M;03;Z;11;2;ZZ;1;1;22;3;11;1;6;770311;3;2;0;Z;B12
77288;ZZZZZ;772880103;B11;2013;9;65;003;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;5.72601610569019;1;M;03;9;11;2;ZZ;1;5;22;5;21;Z;Z;770311;3;2;1;Z;B11
77288;ZZZZZ;772880103;B12;1999;8;40;017;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;03;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;5.72601610569019;1;M;03;2;11;2;ZZ;1;6;22;4;12;Z;Z;770311;2;2;1;Z;B12
77288;ZZZZZ;772880103;B11;2008;9;25;008;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;4;0;1;1;1;2;1;0;0;0;0;0;2;3;0;3;0;1;5.72601610569019;1;M;03;2;11;2;ZZ;2;6;22;4;12;Z;Z;770311;3;2;1;Z;B11
77288;ZZZZZ;772880103;B11;2008;9;65;008;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;5.72601610569019;1;M;03;9;11;2;ZZ;2;3;22;3;21;Z;Z;770311;2;2;1;Z;B11
77288;ZZZZZ;772880103;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;5.72595398736093;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770311;Y;2;X;Z;B12
77288;ZZZZZ;772880103;B11;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;5.72595398736093;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770311;Y;2;X;Z;B11
77288;ZZZZZ;772880103;B12;1984;7;55;032;05;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;5.72601610569019;1;M;03;9;11;2;ZZ;1;5;22;4;21;Z;Z;770311;2;2;0;Z;B12
