COMMUNE;ARM;IRIS;ACHL;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP15M;INP17M;INP19M;INP24M;INP3M;INP60M;INP65M;INP5M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;IRANM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STAT_CONJM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC;Texte
77288;ZZZZZ;772880401;B12;2005;9;65;015;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;2;0;0;2;2;0;2;1;2;1;1;1;0;3.834591920134;1;M;04;Z;11;2;ZZ;2;1;22;5;11;2;6;770321;3;2;1;Z;B12
77288;ZZZZZ;772880401;B12;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;03;Z;Z;Z;16;2;1;Z;1;1;6;0;3;3;3;2;3;1;0;0;1;0;1;5;2;3;1;2;3.834591920134;1;M;04;Z;11;1;ZZ;1;1;22;5;11;1;5;770321;3;2;2;Z;B12
77288;ZZZZZ;772880401;B11;2011;9;55;009;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;01;Z;Z;Z;16;2;1;Z;1;1;6;1;0;1;2;1;2;0;0;0;0;0;1;3;0;3;1;2;3.834591920134;1;M;05;Z;11;2;ZZ;2;1;22;5;11;1;6;770321;3;2;0;Z;B11
77288;ZZZZZ;772880401;C100;1999;8;55;021;04;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;03;Z;Z;Z;21;1;1;Z;1;2;3;0;0;0;0;2;0;0;2;0;0;0;1;2;1;1;1;0;3.834591920134;1;M;04;Z;11;2;ZZ;2;1;22;5;11;1;5;770321;1;1;3;Z;C100
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;18;Z;Z;Z;15;1;1;Z;2;1;6;0;1;1;1;2;1;1;0;0;1;0;1;3;1;2;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;1;1;22;3;11;1;5;770321;1;2;1;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;1;X;Z;C100
77288;ZZZZZ;772880401;C100;2015;9;55;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;1;2;Z;Z;1;6;0;2;2;2;6;2;1;0;0;2;0;4;8;4;4;3;1;3.834591920134;1;M;06;2;11;2;ZZ;1;1;21;5;12;Z;Z;770321;1;1;2;Z;C100
77288;ZZZZZ;772880401;B12;2018;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;14;Z;Z;Z;22;2;2;Z;3;2;2;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.834591920134;1;M;03;Z;11;2;ZZ;2;6;10;4;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880401;B12;2018;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;2;Z;3;1;6;1;0;0;0;2;1;0;0;0;0;0;1;2;1;1;1;1;3.834591920134;1;M;03;Z;11;2;ZZ;2;3;10;4;11;1;6;770321;3;2;0;Z;B12
77288;ZZZZZ;772880401;B12;2017;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;13;Z;Z;Z;16;2;2;Z;3;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;03;Z;11;1;ZZ;1;6;10;4;11;1;6;770321;3;2;0;Z;B12
77288;ZZZZZ;772880401;B12;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;B12
77288;ZZZZZ;772880401;B11;2018;9;55;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;2;Z;3;2;4;0;0;0;0;2;1;0;1;0;0;0;2;2;1;1;2;1;3.834591920134;1;M;03;Z;11;2;ZZ;2;5;21;4;11;1;5;770321;3;2;1;Z;B11
77288;ZZZZZ;772880401;B12;2016;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;2;Z;3;1;6;0;2;2;2;2;2;1;0;0;2;0;1;4;1;3;1;1;3.834591920134;1;M;03;Z;11;2;ZZ;1;1;10;4;11;1;6;770321;2;2;0;Z;B12
77288;ZZZZZ;772880401;B12;2016;9;40;004;01;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;13;Z;Z;Z;16;2;1;Z;3;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;1;6;22;3;11;1;6;770321;3;2;0;Z;B12
77288;ZZZZZ;772880401;B12;2010;9;40;010;03;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;12;Z;Z;Z;16;2;2;Z;2;1;6;0;1;1;1;6;3;0;0;0;0;0;4;7;4;3;3;1;3.834591920134;1;M;05;Z;11;2;ZZ;1;1;23;6;11;2;5;770321;3;2;2;Z;B12
77288;ZZZZZ;772880401;C100;2003;9;40;017;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;1;2;2;1;0;0;0;2;1;0;0;0;0;0;2;3;2;1;2;1;3.834591920134;1;M;03;Z;11;2;ZZ;2;1;22;4;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C100;2015;9;40;005;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;1;1;Z;3;2;4;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;2;6;22;3;11;1;6;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2004;9;80;016;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;1;1;Z;Z;2;2;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;3.834591920134;1;M;02;0;11;2;ZZ;2;1;22;3;21;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;B12;2006;9;55;014;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;3;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;1;5;22;3;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880401;B12;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;13;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;3.834591920134;1;M;20;9;11;2;ZZ;2;1;22;7;24;Z;Z;770321;3;2;3;Z;B12
77288;ZZZZZ;772880401;C100;2003;9;40;017;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;05;Z;11;2;ZZ;1;5;21;5;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;B12;2016;9;40;004;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;1;2;3;0;1;1;1;2;1;0;0;0;1;0;2;3;2;1;2;1;3.834591920134;1;M;03;Z;11;1;ZZ;2;2;22;4;11;1;5;770321;3;2;2;Z;B12
77288;ZZZZZ;772880401;C100;2012;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;1;2;2;0;0;0;0;0;3;3;1;2;3;2;3.834591920134;1;M;04;Z;11;2;ZZ;2;6;22;5;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;B12;2014;9;25;006;02;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;1;1;Z;1;2;1;0;1;1;1;1;1;1;0;0;1;0;1;2;1;1;1;0;3.834591920134;1;M;01;Z;11;2;ZZ;2;6;22;1;11;1;5;770321;2;2;1;Z;B12
77288;ZZZZZ;772880401;C100;2014;9;40;006;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;6;1;2;3;3;2;3;0;0;0;0;0;1;5;2;3;1;3;3.834591920134;1;M;04;Z;11;2;ZZ;1;1;22;5;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;B12;2009;9;25;011;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;21;1;1;Z;1;1;6;1;1;3;3;2;3;0;0;0;0;0;2;5;2;3;1;3;3.834591920134;1;M;05;Z;11;2;ZZ;1;1;22;5;11;1;5;770321;3;2;1;Z;B12
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;2;Z;2;1;6;0;1;1;1;2;1;0;0;0;1;0;2;3;1;2;2;1;3.834591920134;1;M;03;Z;11;2;ZZ;1;2;21;4;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C100;2018;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;15;1;1;Z;1;2;2;0;1;1;1;2;2;1;0;0;1;0;2;3;1;2;2;0;3.834591920134;1;M;06;Z;11;2;ZZ;1;3;22;4;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;2010;9;55;010;03;2;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;3.834591920134;1;M;03;Z;11;2;ZZ;2;5;22;3;11;1;5;770321;2;2;1;Z;C100
77288;ZZZZZ;772880401;B12;2004;9;80;016;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.834591920134;1;M;02;0;11;2;ZZ;1;5;23;2;21;Z;Z;770321;3;2;1;Z;B12
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;12;1;1;Z;1;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.834591920134;1;M;02;Z;11;2;ZZ;1;3;23;2;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C106;2017;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;17;Z;Z;Z;21;1;1;Z;1;1;6;1;1;2;2;1;2;0;0;0;0;0;1;3;1;2;1;2;3.834591920134;1;M;04;Z;11;2;ZZ;2;1;22;4;11;1;5;770321;3;2;1;Z;C106
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;01;Z;11;2;ZZ;1;6;22;2;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2012;9;40;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;0;0;0;2;0;0;1;1;0;0;1;2;1;1;0;0;3.834591920134;9;M;02;1;11;2;ZZ;2;1;22;3;12;Z;Z;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2018;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;ZZ;1;1;Z;Z;1;6;0;2;3;3;1;3;1;0;0;1;0;1;4;1;3;0;0;3.834591920134;1;M;04;1;11;2;ZZ;2;6;22;3;12;Z;Z;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2018;9;25;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;1;1;Z;1;2;1;0;1;1;1;1;1;0;0;0;0;0;1;2;2;0;1;1;3.834591920134;1;M;04;Z;11;2;ZZ;1;6;22;5;11;1;1;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;2014;9;65;006;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;17;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;1;0;3.834591920134;1;M;01;Z;11;2;ZZ;1;6;22;2;11;1;6;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C100;2019;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;2;3;0;1;3;3;2;3;0;0;0;1;0;1;5;1;4;1;3;3.834591920134;3;M;05;Z;11;2;ZZ;1;1;22;5;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;2014;9;40;006;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;3.834591920134;1;M;04;2;11;1;ZZ;2;6;22;3;12;Z;Z;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;1;1;1;1;1;1;0;0;1;0;0;2;0;2;0;0;3.834591920134;1;M;02;0;11;2;ZZ;2;6;22;3;25;Z;Z;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2019;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;3.834591920134;1;M;01;9;11;2;ZZ;2;6;22;2;25;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C100;2019;9;40;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;1;0;0;1;1;1;0;0;0;0;0;1;2;1;1;1;1;3.834591920134;1;M;04;Z;11;2;ZZ;2;6;22;4;11;1;1;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2019;9;20;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;0;0;0;3;2;0;1;0;0;0;2;3;2;1;0;0;3.834591920134;3;M;04;1;11;2;ZZ;1;6;22;3;12;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C100;2003;9;40;017;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;1;2;2;1;0;0;0;2;1;0;0;0;0;0;2;3;2;1;2;1;3.834591920134;1;M;03;Z;11;2;ZZ;2;1;22;4;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;2008;9;25;012;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;17;Z;Z;Z;23;1;1;Z;1;2;1;0;0;1;1;1;1;0;0;0;0;0;1;2;0;2;1;1;3.834591920134;1;M;03;Z;11;1;ZZ;2;6;22;4;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;16;Z;Z;Z;16;2;1;Z;2;2;1;0;2;2;2;2;2;2;0;0;2;0;2;4;2;2;1;1;3.834591920134;1;M;03;Z;11;2;ZZ;1;1;22;4;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;B12;2018;9;40;002;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;ZZ;2;1;4;Z;1;6;0;3;3;3;2;3;0;0;0;1;0;2;5;3;2;0;4;3.834591920134;1;M;04;2;11;2;ZZ;1;1;22;5;12;Z;Z;770321;3;2;2;Z;B12
77288;ZZZZZ;772880401;C100;2017;9;55;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;17;Z;Z;Z;16;1;1;Z;2;1;6;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;1;6;23;3;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2002;9;40;018;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;1;1;Z;2;2;4;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;03;Z;11;2;ZZ;1;6;22;4;11;1;6;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;1;3;2;0;0;2;0;1;4;2;2;0;1;3.834591920134;1;M;03;1;11;2;ZZ;2;5;22;4;12;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C100;2015;9;40;005;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;16;1;1;Z;1;2;2;0;2;2;2;2;2;0;0;0;1;0;2;4;2;2;2;2;3.834591920134;1;M;04;Z;11;2;ZZ;2;2;22;5;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;2016;9;55;004;01;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;3.834591920134;1;M;01;0;11;2;ZZ;1;5;22;2;21;Z;Z;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2004;9;65;016;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3.834591920134;1;M;03;0;11;2;ZZ;2;5;22;4;21;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C100;2001;9;40;019;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;2;1;Z;Z;2;4;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;3.834591920134;1;M;02;0;11;2;ZZ;2;5;22;1;25;Z;Z;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C111;2011;9;25;009;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;2;1;6;1;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;3.834591920134;1;M;01;Z;11;2;ZZ;1;1;22;2;11;1;5;770321;5;5;1;Z;C111
77288;ZZZZZ;772880401;B12;2000;9;20;020;04;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;3;2;0;1;0;0;0;2;3;2;1;1;0;3.834591920134;1;M;06;1;11;2;ZZ;1;6;22;7;12;Z;Z;770321;3;2;0;Z;B12
77288;ZZZZZ;772880401;C100;2004;9;25;016;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;15;Z;Z;Z;16;2;1;Z;1;1;6;2;2;3;4;1;4;1;0;0;1;0;1;5;1;4;1;3;3.834591920134;1;M;03;Z;11;2;ZZ;2;6;22;4;11;1;6;770321;3;2;0;Z;C100
77288;ZZZZZ;772880401;C100;2010;9;40;010;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;1;6;22;2;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2016;9;25;004;01;2;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;16;Z;Z;Z;16;1;1;Z;2;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;2;6;22;2;11;1;6;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2012;9;25;008;02;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;1;Z;1;2;1;0;1;2;2;2;2;0;0;0;0;0;2;4;3;1;2;0;3.834591920134;1;M;03;Z;11;2;ZZ;1;3;22;3;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2003;9;40;017;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;1;Z;1;2;2;1;0;0;0;2;1;0;0;0;0;0;2;3;2;1;2;1;3.834591920134;1;M;03;Z;11;2;ZZ;2;1;22;4;11;1;5;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;0000;0;YY;999;99;Y;Z;Z;H;4;Z;Y;Z;Z;Y;Z;Z;YY;Z;Z;Z;YY;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3.83455032080227;Y;M;YY;Y;11;Y;ZZ;Y;Y;00;Y;YY;Y;Y;770321;Y;2;X;Z;C100
77288;ZZZZZ;772880401;C100;2019;9;20;001;00;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;3.834591920134;1;M;03;9;11;1;ZZ;1;6;22;2;25;Z;Z;770321;2;2;0;Z;C100
77288;ZZZZZ;772880401;B12;2017;9;40;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;1;Z;1;2;3;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3.834591920134;1;M;02;Z;11;2;ZZ;2;5;22;2;11;1;2;770321;3;2;0;Z;B12
77288;ZZZZZ;772880401;C100;2004;9;55;016;03;2;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;17;Z;Z;Z;16;1;1;Z;1;2;3;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;3.834591920134;1;M;03;Z;11;2;ZZ;1;6;22;4;11;1;5;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2017;9;25;003;01;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;2;1;Z;3;2;3;0;2;2;2;2;2;1;0;0;2;0;1;4;3;1;1;1;3.834591920134;1;M;04;Z;11;1;ZZ;1;1;22;4;11;1;6;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2019;9;25;001;00;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;1;Z;3;2;1;1;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;1;3.834591920134;1;M;03;Z;11;2;ZZ;1;1;22;3;11;1;6;770321;3;2;2;Z;C100
77288;ZZZZZ;772880401;C100;2003;9;40;017;03;2;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;16;1;1;Z;3;2;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3.834591920134;1;M;02;Z;11;2;ZZ;2;1;22;3;11;1;6;770321;3;2;1;Z;C100
77288;ZZZZZ;772880401;C100;2003;9;65;017;03;2;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;01;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;3.834591920134;1;M;01;0;11;2;ZZ;1;6;22;2;21;Z;Z;770321;3;2;0;Z;C100
