COMMUNE;ARM;IRIS;ACHLR3;AEMM;AEMMR;AGEMEN8;ANEM;ANEMR;ASCEN;BAIN;BATI;CATIRIS;CATL;CHAU;CHFL;CHOS;CLIM;CMBL;CUIS;DEROU;DIPLM;EAU;EGOUL;ELEC;EMPLM;GARL;HLML;ILETUDM;ILTM;IMMIM;INAIM;INEEM;INP11M;INP16M;INP18M;INP19M;INP24M;INP3M;INP60M;INP65M;INP6M;INP75M;INPAM;INPER;INPER1;INPER2;INPOM;INPSM;IPONDL;MATRM;METRODOM;NBPI;RECHM;REGION;SANI;SANIDOM;SEXEM;STOCD;SURF;TACTM;TPM;TRANSM;TRIRIS;TYPC;TYPL;VOIT;WC
77288;ZZZZZ;772880101;2;1992;8;40;017;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;1;1;2;1;0;0;0;0;0;0;3;1;2;0;1;3,70195726811851;1;M;03;9;11;2;ZZ;1;23;2;21;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880101;2;2003;9;55;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3,56041400450841;4;M;03;Z;11;2;ZZ;1;22;2;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2001;9;25;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;2;2;3;0;1;1;1;1;1;0;0;0;0;0;1;2;1;1;1;1;3,70195726811851;4;M;04;Z;11;2;ZZ;2;22;2;11;2;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2003;9;25;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;16;2;1;Z;3;1;6;1;3;4;4;2;4;2;0;0;3;0;2;6;4;2;2;2;3,56041400450841;2;M;04;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2001;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;2;0;0;0;0;0;0;1;2;1;1;1;0;3,70195726811851;1;M;04;9;11;2;ZZ;1;22;2;25;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2003;9;55;008;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3,56041400450841;4;M;03;Z;11;2;ZZ;1;22;2;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2002;9;25;007;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;16;2;1;Z;1;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,70195726811851;2;M;04;Z;11;2;ZZ;1;30;2;11;1;1;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;1964;5;65;047;06;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3,56041400450841;3;M;05;9;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2006;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,70195726811851;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2005;9;55;006;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;2;1;Z;1;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;1;0;3,56041400450841;2;M;02;Z;11;1;ZZ;1;22;1;11;1;2;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2002;9;55;007;02;1;Z;Z;H;1;Z;1;Z;Z;3;Z;Z;17;Z;Z;Z;16;1;1;Z;2;2;1;2;0;1;1;2;2;0;0;0;0;0;1;3;1;2;1;2;3,70195726811851;2;M;04;Z;11;2;ZZ;2;22;2;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;1974;6;55;037;05;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;3;0;0;1;0;0;0;2;3;0;3;1;0;3,56041400450841;4;M;05;0;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;1989;7;65;020;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;ZZ;1;1;Z;Z;2;3;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;3,70195726811851;3;M;03;0;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2008;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;16;Z;Z;Z;16;2;1;Z;1;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3,56041400450841;1;M;02;Z;11;2;ZZ;2;22;2;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2008;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;12;Z;Z;Z;15;2;1;Z;1;2;6;0;1;2;2;1;2;0;0;0;0;0;1;3;1;2;1;2;3,70195726811851;1;M;04;Z;11;2;ZZ;2;22;2;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2008;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;15;2;1;Z;3;2;2;0;3;3;3;2;3;1;0;0;3;0;1;5;1;4;1;2;3,56041400450841;2;M;05;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2007;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;16;2;1;Z;2;2;2;0;2;2;2;2;2;2;0;0;2;0;2;4;2;2;2;0;3,70195726811851;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;2;1982;7;55;030;05;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;1;1;Z;Z;2;4;0;0;0;0;2;0;0;1;0;0;0;0;2;1;1;0;0;3,51590197165799;2;M;04;0;11;2;ZZ;1;22;3;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3,51585952082924;Y;M;05;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2;1982;7;40;030;05;2;Z;Z;H;1;Z;2;Z;Z;3;Z;Z;15;Z;Z;Z;16;1;2;Z;3;1;6;1;2;4;4;2;4;0;0;0;0;0;2;6;3;3;2;4;3,51590197165799;2;M;07;Z;11;2;ZZ;1;10;3;11;1;4;770291;2;1;1;Z
77288;ZZZZZ;772880101;2;2010;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;15;Z;Z;Z;ZZ;2;1;Z;Z;1;6;0;3;3;3;2;3;2;0;0;2;0;0;5;3;2;0;1;3,51590197165799;1;M;03;9;11;2;ZZ;1;22;1;25;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2003;9;40;009;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;12;Z;Z;Z;15;2;1;Z;1;2;2;0;1;1;1;1;1;0;0;0;0;0;1;2;0;2;1;0;3,51590197165799;4;M;04;Z;11;2;ZZ;2;22;3;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;1972;6;65;040;06;1;Z;Z;H;1;Z;1;Z;Z;6;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3,51590197165799;2;M;03;0;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2009;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;18;Z;Z;Z;16;2;1;Z;4;1;6;0;1;1;1;2;1;1;0;0;1;0;2;3;1;2;2;1;3,51590197165799;2;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;3;1996;8;40;013;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;2;1;6;0;0;0;0;3;0;0;1;1;0;0;2;3;1;2;2;0;3,70195726811851;2;M;04;Z;11;2;ZZ;1;10;3;11;1;4;770291;1;1;2;Z
77288;ZZZZZ;772880101;2;1959;4;80;053;07;2;Z;Z;H;1;Z;2;Z;Z;3;Z;Z;12;Z;Z;Z;ZZ;2;2;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;2;0;0;0;3,51590197165799;2;M;05;0;11;2;ZZ;1;10;3;21;Z;Z;770291;1;1;2;Z
77288;ZZZZZ;772880101;2;2006;9;65;005;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;11;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;2;1;0;0;0;2;1;1;0;0;3,56041400450841;2;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;1;1;1;Z
77288;ZZZZZ;772880101;3;1991;8;55;020;04;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;14;Z;Z;Z;16;1;2;Z;1;2;1;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,56041400450841;2;M;05;Z;11;2;ZZ;1;10;2;11;1;4;770291;1;1;1;Z
77288;ZZZZZ;772880101;2;1969;5;40;042;06;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;02;Z;Z;Z;16;2;2;Z;1;2;1;0;0;0;0;4;0;0;0;0;0;0;4;4;1;3;4;0;3,56041400450841;1;M;05;Z;11;2;ZZ;1;10;2;11;1;4;770291;1;1;3;Z
77288;ZZZZZ;772880101;2;1975;6;55;037;05;2;Z;Z;H;1;Z;2;Z;Z;6;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;3;0;0;0;0;2;0;0;1;0;0;0;0;2;1;1;0;0;3,51590197165799;2;M;05;0;11;2;ZZ;1;10;2;21;Z;Z;770291;1;1;2;Z
77288;ZZZZZ;772880101;2;2004;9;65;007;02;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;2;0;0;2;2;0;0;0;2;1;1;0;0;3,56041400450841;2;M;06;0;11;2;ZZ;1;10;3;21;Z;Z;770291;1;1;2;Z
77288;ZZZZZ;772880101;2;2004;9;80;007;02;2;Z;Z;H;1;Z;2;Z;Z;3;Z;Z;02;Z;Z;Z;ZZ;1;2;Z;Z;2;1;0;0;0;0;3;0;0;2;2;0;2;1;3;2;1;1;0;1,07834273880500;2;M;04;0;11;2;ZZ;1;10;2;21;Z;Z;770291;1;1;1;Z
77288;ZZZZZ;772880101;2;0000;0;YY;999;99;2;Z;Z;H;4;Z;2;Z;Z;3;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;3,56037101624354;Y;M;02;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;1;1;X;Z
77288;ZZZZZ;772880101;2;2006;9;25;005;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;5;5;5;2;5;1;0;0;3;0;2;7;2;5;0;4;3,56041400450841;2;M;05;2;11;2;ZZ;1;22;2;12;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2006;9;40;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,70195726811851;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;1967;5;80;044;06;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3,56041400450841;4;M;02;0;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;1999;8;40;010;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;14;Z;Z;Z;16;2;1;1;1;2;6;2;1;2;2;3;3;0;0;0;0;0;2;5;1;4;1;4;3,70195726811851;3;M;05;Z;11;2;ZZ;2;22;2;11;1;2;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2006;9;40;006;02;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;12;Z;Z;Z;16;2;1;Z;1;2;6;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;1,07834273880500;4;M;02;Z;11;2;ZZ;2;22;1;11;1;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2010;9;20;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;01;Z;Z;Z;16;1;1;Z;1;1;6;0;1;1;1;1;2;1;0;0;1;0;1;2;0;2;1;0;1,07834273880500;1;M;03;Z;11;2;ZZ;2;22;2;11;2;5;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2011;9;25;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;16;2;1;Z;2;2;1;0;1;1;1;2;1;1;0;0;1;0;2;3;2;1;2;1;1,07834273880500;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;2;2009;9;25;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;17;Z;Z;Z;16;2;1;Z;3;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07834273880500;1;M;02;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;2011;9;40;001;00;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;16;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1,07834273880500;1;M;02;Z;11;2;ZZ;1;22;1;11;1;4;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;0000;0;YY;999;99;1;Z;Z;H;4;Z;1;Z;Z;2;Z;Z;YY;Z;Z;Z;YY;2;1;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07832971894741;Y;M;05;Y;11;2;ZZ;Y;00;2;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2;2010;9;40;002;01;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;03;Z;Z;Z;22;2;1;Z;1;1;6;0;1;1;1;2;1;0;0;0;0;0;1;3;2;1;1;1;1,07834273880500;1;M;02;Z;11;2;ZZ;1;22;2;11;1;5;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2005;9;40;007;02;1;Z;Z;H;1;Z;1;Z;Z;4;Z;Z;03;Z;Z;Z;12;2;1;Z;2;1;6;1;3;5;5;2;5;0;0;0;2;0;1;7;4;3;1;5;1,07834273880500;1;M;04;Z;11;1;ZZ;1;22;2;11;1;4;770291;3;2;3;Z
77288;ZZZZZ;772880101;2;2004;9;40;008;02;1;Z;Z;H;1;Z;1;Z;Z;2;Z;Z;02;Z;Z;Z;16;2;1;Z;1;2;2;0;0;1;1;2;1;0;0;0;0;0;1;3;1;2;1;1;1,07834273880500;2;M;04;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;1986;7;55;024;04;2;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;02;Z;Z;Z;16;2;2;Z;1;1;6;2;1;2;3;3;4;0;1;0;0;0;1;6;2;4;1;4;1,07834273880500;2;M;04;Z;11;1;ZZ;1;10;2;11;2;2;770291;1;1;1;Z
77288;ZZZZZ;772880101;2;2008;9;65;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;1;1;0;0;1;2;0;2;1;0;3,56041400450841;3;M;02;0;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;2;Z
77288;ZZZZZ;772880101;2;1983;7;80;026;04;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;3;0;0;0;0;2;0;0;2;2;0;2;0;2;1;1;0;0;3,70195726811851;2;M;04;0;11;2;ZZ;1;22;2;21;Z;Z;770291;3;2;0;Z
77288;ZZZZZ;772880101;2;1995;8;55;016;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;13;Z;Z;Z;16;2;1;Z;4;2;2;0;0;0;0;2;0;0;0;0;0;0;2;2;1;1;2;0;3,56041400450841;2;M;05;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;2;Z
77288;ZZZZZ;772880101;2;1995;8;55;014;03;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;02;Z;Z;Z;16;1;1;Z;2;2;3;0;0;0;0;2;0;0;1;0;0;0;1;2;1;1;1;0;3,70195726811851;1;M;03;Z;11;2;ZZ;1;22;2;11;1;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2008;9;55;003;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;2;1;Z;Z;2;2;0;0;0;0;2;1;0;1;0;0;0;1;2;1;1;1;1;3,56041400450841;2;M;02;9;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;2009;9;25;002;01;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;16;Z;Z;Z;15;2;1;Z;2;2;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3,56041400450841;2;M;03;Z;11;2;ZZ;1;22;2;11;2;4;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;1969;5;80;042;06;1;Z;Z;H;1;Z;1;Z;Z;1;Z;Z;11;Z;Z;Z;ZZ;1;1;Z;Z;2;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;3,56041400450841;1;M;03;9;11;2;ZZ;2;22;2;21;Z;Z;770291;3;2;1;Z
77288;ZZZZZ;772880101;2;1993;8;40;016;03;2;Z;Z;H;1;Z;2;Z;Z;2;Z;Z;13;Z;Z;Z;16;1;2;Z;1;2;1;2;0;1;2;2;2;0;0;0;0;0;2;4;2;2;2;2;3,70195726811851;2;M;05;Z;11;2;ZZ;1;10;2;11;1;4;770291;1;1;2;Z
77288;ZZZZZ;772880101;2;0000;0;YY;999;99;2;Z;Z;H;4;Z;3;Z;Z;4;Z;Z;YY;Z;Z;Z;YY;2;2;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;Y;1,07832971894741;Y;M;02;Y;11;2;ZZ;Y;00;1;YY;Y;Y;770291;3;2;X;Z
77288;ZZZZZ;772880101;2;2007;9;40;005;02;1;Z;Z;H;1;Z;3;Z;Z;4;Z;Z;18;Z;Z;Z;16;2;1;Z;2;1;6;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3,51590197165799;1;M;01;Z;11;1;ZZ;1;22;1;11;1;5;770291;3;2;0;Z
